Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_053457.1	32680679	32696385	8	plus	abraxas 2, BRISC complex subunit	ABRAXAS2	120756085	protein-coding	XM_040071804.2	XP_039927738.1	415	
NC_053457.1	32724099	32764256	8	plus	zinc finger RANBP2-type containing 1	ZRANB1	120756216	protein-coding	XM_040072197.2	XP_039928131.1	708	
NC_053457.1	32766077	32899937	8	minus	C-terminal binding protein 2	CTBP2	120756215	protein-coding	XM_040072192.2	XP_039928126.1	987	
NC_053457.1	33050333	33059171	8	minus	testis expressed 36	TEX36	120756008	protein-coding	XM_058421565.1	XP_058277548.1	179	
NC_053457.1	33061436	33088190	8	plus	erythroid differentiation regulatory factor 1	EDRF1	120756024	protein-coding	XM_040071683.2	XP_039927617.1	1228	
NC_053457.1	33088987	33098676	8	minus	uroporphyrinogen III synthase	UROS	120756151	protein-coding	XM_040071986.2	XP_039927920.1	264	
NC_053457.1	33098704	33106375	8	plus	BRCA2 and CDKN1A interacting protein	BCCIP	120756052	protein-coding	XM_040071743.1	XP_039927677.1	307	
NC_053457.1	33106462	33127612	8	minus	DEAH-box helicase 32 (putative)	DHX32	120756050	protein-coding	XM_040071741.2	XP_039927675.1	748	
NC_053457.1	33135243	33149279	8	plus	uncharacterized LOC120756233	LOC120756233	120756233	lncRNA	XR_005702082.2			
NC_053457.1	33153906	33329708	8	minus	ADAM metallopeptidase domain 12	ADAM12	120755999	protein-coding	XM_040071649.1	XP_039927583.1	923	
NC_053457.1	33342770	33404862	8	minus	chromosome 8 C10orf90 homolog	C8H10orf90	120755826	protein-coding	XM_040071366.2	XP_039927300.2	714	
NC_053457.1	33397316	33402039	8	minus	uncharacterized LOC131378594	LOC131378594	131378594	lncRNA	XR_009208077.1			
NC_053457.1	33410329	33418131	8	minus	uncharacterized LOC120756226	LOC120756226	120756226	lncRNA	XR_005702065.1			
NC_053457.1	33479849	33740209	8	plus	dedicator of cytokinesis 1	DOCK1	120755744	protein-coding	XM_040071170.2	XP_039927104.1	1884	
NC_053457.1	33565249	33605446	8	minus	inhibitory synaptic factor 2A	INSYN2A	120755745	protein-coding	XM_040071175.2	XP_039927109.1	502	
NC_053457.1	33759813	33768628	8	plus	neuropeptide S	NPS	120756075	protein-coding	XM_040071786.2	XP_039927720.1	99	
NC_053457.1	33794790	33802102	8	plus	uncharacterized LOC120756025	LOC120756025	120756025	lncRNA	XR_005701987.1			
NC_053457.1	33817600	33828475	8	minus	clarin 3	CLRN3	120755947	protein-coding	XM_040071590.1	XP_039927524.1	227	
NC_053457.1	33826461	33836994	8	plus	uncharacterized LOC120755948	LOC120755948	120755948	lncRNA	XR_005701944.1			
NC_053457.1	33838603	33929093	8	plus	protein tyrosine phosphatase receptor type E	PTPRE	120755650	protein-coding	XM_040070941.2	XP_039926875.2	638	
NC_053457.1	33934908	33951710	8	plus	marker of proliferation Ki-67	MKI67	120756172	protein-coding	XM_040072055.2	XP_039927989.1	2510	
NC_053457.1	34605161	34607661	8	minus	uncharacterized LOC120756228	LOC120756228	120756228	lncRNA	XR_005702069.2			
NC_053457.1	34607742	34746636	8	plus	O-6-methylguanine-DNA methyltransferase	MGMT	120755767	protein-coding	XM_040071227.2	XP_039927161.1	218	
NC_053457.1	34778252	34900782	8	minus	EBF transcription factor 3	EBF3	120756061	protein-coding	XM_040071761.2	XP_039927695.1	587	
NC_053457.1	34948341	34954388	8	minus	chromosome 8 C10orf143 homolog	C8H10orf143	120756201	protein-coding	XM_040072133.2	XP_039928067.1	101	
NC_053457.1	34959035	34961637	8	minus	uncharacterized LOC120756037	LOC120756037	120756037	lncRNA	XR_005701990.2			
NC_053457.1	35133979	35184784	8	minus	transcription elongation regulator 1 like	TCERG1L	120756157	protein-coding	XM_040072007.2	XP_039927941.1	589	
NC_053457.1	35365905	35389046	8	plus	protein phosphatase 2 regulatory subunit Bdelta	PPP2R2D	120755692	protein-coding	XM_040071048.2	XP_039926982.1	453	
NC_053457.1	35390166	35397735	8	minus	BCL2 interacting protein 3	BNIP3	120755743	protein-coding	XM_040071168.1	XP_039927102.1	204	
NC_053457.1	35405609	35472125	8	plus	Janus kinase and microtubule interacting protein 3	JAKMIP3	120755609	protein-coding	XM_058421482.1	XP_058277465.1	844	
NC_053457.1	35472440	35487565	8	plus	dihydropyrimidinase like 4	DPYSL4	120755611	protein-coding	XM_040070811.1	XP_039926745.1	574	
NC_053457.1	35490885	35562792	8	minus	serine/threonine kinase 32C	STK32C	120756125	protein-coding	XM_040071909.2	XP_039927843.1	419	
NC_053457.1	35591305	35608985	8	plus	PWWP domain containing 2B	PWWP2B	120755862	protein-coding	XM_040071444.2	XP_039927378.1	600	
NC_053457.1	35687509	35869602	8	plus	inositol polyphosphate-5-phosphatase A	INPP5A	120755763	protein-coding	XM_040071217.1	XP_039927151.1	414	
NC_053457.1	35871530	35874245	8	minus	NK6 homeobox 2	NKX6-2	120755892	protein-coding	XM_040071494.2	XP_039927428.1	278	
NC_053457.1	35887751	35895560	8	plus	vertebrate ancient opsin-like	LOC120756141	120756141	protein-coding	XM_040071940.2	XP_039927874.1	375	
NC_053457.1	35904873	35975708	8	minus	cilia and flagella associated protein 46	CFAP46	120756142	protein-coding	XM_040071941.1	XP_039927875.1	2636	
NC_053457.1	35981421	35996206	8	plus	tectonic family member 3	TCTN3	131378587	protein-coding	XM_058421429.1	XP_058277412.1	516	
NC_053457.1	36000300	36029906	8	plus	aldehyde dehydrogenase 18 family member A1	ALDH18A1	120755545	protein-coding	XM_058421435.1	XP_058277418.1	800	
NC_053457.1	36032823	36058799	8	plus	mutS homolog 4	MSH4	120755863	protein-coding	XM_040071445.1	XP_039927379.1	934	
NC_053457.1	36062969	36069099	8	plus	uncharacterized LOC120756231	LOC120756231	120756231	lncRNA	XR_005702081.2			
NC_053457.1	36069991	36085343	8	plus	uncharacterized LOC120756185	LOC120756185	120756185	lncRNA	XR_005702041.1			
NC_053458.1	8	1806	9	minus	uncharacterized LOC120756579	LOC120756579	120756579	lncRNA	XR_005702168.2			
NC_053458.1	4747	10011	9	minus	N-alpha-acetyltransferase 20, NatB catalytic subunit	NAA20	120756640	protein-coding	XM_040073183.2	XP_039929117.1	178	
NC_053458.1	10268	20779	9	plus	uncharacterized LOC120756250	LOC120756250	120756250	lncRNA	XR_005702096.2			
NC_053458.1	11975	25000	9	minus	Rab geranylgeranyltransferase subunit beta	RABGGTB	120756249	protein-coding	XM_040072279.2	XP_039928213.1	332	
NC_053458.1	23983	24065	9	minus	small nucleolar RNA SNORD45	LOC120756900	120756900	snoRNA	XR_005702295.1			
NC_053458.1	27085	41859	9	minus	acyl-CoA dehydrogenase medium chain	ACADM	120756248	protein-coding	XM_040072278.1	XP_039928212.1	423	
NC_053458.1	48902	120921	9	plus	solute carrier family 44 member 5	SLC44A5	120756792	protein-coding	XM_040073476.2	XP_039929410.1	715	
NC_053458.1	125783	137679	9	minus	LIM homeobox 8	LHX8	120756494	protein-coding	XM_040072949.2	XP_039928883.1	347	
NC_053458.1	190902	195549	9	minus	tRNA-yW synthesizing protein 3 homolog	TYW3	120756587	protein-coding	XM_040073122.1	XP_039929056.1	246	
NC_053458.1	195627	201846	9	plus	crystallin zeta	CRYZ	120756585	protein-coding	XM_040073120.2	XP_039929054.1	329	
NC_053458.1	204966	223738	9	plus	glutamate rich 3	ERICH3	120756524	protein-coding	XM_058421747.1	XP_058277730.1	1254	
NC_053458.1	229103	255682	9	minus	TNNI3 interacting kinase	TNNI3K	120756457	protein-coding	XM_040072864.2	XP_039928798.1	835	
NC_053458.1	258933	263967	9	minus	fucose-1-phosphate guanylyltransferase	FPGT	120756525	protein-coding	XM_040073008.2	XP_039928942.1	597	
NC_053458.1	488357	687890	9	plus	neuronal growth regulator 1	NEGR1	120756795	protein-coding	XM_040073481.2	XP_039929415.1	366	
NC_053458.1	726330	737067	9	plus	zinc finger RANBP2-type containing 2	ZRANB2	120756538	protein-coding	XM_040073031.2	XP_039928965.1	332	
NC_053458.1	739112	747578	9	plus	prostaglandin E receptor 3	PTGER3	120756526	protein-coding	XM_040073009.2	XP_039928943.1	362	
NC_053458.1	776195	776276	9	minus	transfer RNA leucine (anticodon AAG)	TRNAL-AAG	120756913	tRNA				
NC_053458.1	785402	795683	9	minus	cystathionine gamma-lyase-like	LOC120756499	120756499	protein-coding	XM_040072964.2	XP_039928898.1	456	
NC_053458.1	884235	944839	9	plus	leucine rich repeat containing 7	LRRC7	120756527	protein-coding	XM_058421748.1	XP_058277731.1	1421	
NC_053458.1	946624	961278	9	minus	leucine rich repeat containing 40	LRRC40	120756757	protein-coding	XM_040073398.1	XP_039929332.1	604	
NC_053458.1	964414	981001	9	plus	serine and arginine rich splicing factor 11	SRSF11	120756331	protein-coding	XM_040072531.1	XP_039928465.1	458	
NC_053458.1	981835	1000695	9	minus	ankyrin repeat domain 13C	ANKRD13C	120756624	protein-coding	XM_040073169.2	XP_039929103.1	500	
NC_053458.1	1004503	1014708	9	plus	cystathionine gamma-lyase-like	LOC120756455	120756455	protein-coding	XM_040072857.2	XP_039928791.1	397	
NC_053458.1	1015348	1025592	9	plus	DEP domain containing 1	DEPDC1	120756789	protein-coding	XM_040073468.1	XP_039929402.1	794	
NC_053458.1	1027519	1038248	9	plus	retinoid isomerohydrolase RPE65	RPE65	120756747	protein-coding	XM_040073376.2	XP_039929310.1	533	
NC_053458.1	1034814	1045549	9	minus	biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase beta1 subunit-like	LOC120756746	120756746	protein-coding	XM_040073375.1	XP_039929309.1	605	
NC_053458.1	1065576	1091078	9	plus	Wnt ligand secretion mediator	WLS	120756529	protein-coding	XM_040073013.2	XP_039928947.1	541	
NC_053458.1	1095505	1096945	9	plus	DIRAS family GTPase 3	DIRAS3	120756473	protein-coding	XM_040072908.2	XP_039928842.1	198	
NC_053458.1	1105777	1123404	9	plus	G protein subunit gamma 12	GNG12	120756469	protein-coding	XM_040072901.1	XP_039928835.1	73	
NC_053458.1	1125146	1127191	9	minus	growth arrest and DNA damage inducible alpha	GADD45A	120756509	protein-coding	XM_040072989.2	XP_039928923.1	157	
NC_053458.1	1142182	1158051	9	plus	SERPINE1 mRNA binding protein 1	SERBP1	120756353	protein-coding	XM_040072595.2	XP_039928529.1	426	
NC_053458.1	1163881	1181555	9	minus	interleukin 12 receptor subunit beta 2	IL12RB2	120756528	protein-coding	XM_040073012.1	XP_039928946.1	823	
NC_053458.1	1193238	1214971	9	minus	interleukin 23 receptor	IL23R	120756530	protein-coding	XM_058421749.1	XP_058277732.1	977	
NC_053458.1	1216017	1227404	9	plus	solute carrier family 35 member D1	SLC35D1	120756342	protein-coding	XM_040072566.1	XP_039928500.1	359	
NC_053458.1	1227708	1263295	9	minus	MIER1 transcriptional regulator	MIER1	120756341	protein-coding	XM_040072562.1	XP_039928496.1	512	
NC_053458.1	1263781	1277379	9	plus	dynein axonemal intermediate chain 4	DNAI4	120756558	protein-coding	XM_040073070.1	XP_039929004.1	731	
NC_053458.1	1278975	1280673	9	plus	insulin like 5	INSL5	131378602	protein-coding	XM_058421742.1	XP_058277725.1	140	
NC_053458.1	1280660	1282798	9	minus	dynein light chain Tctex-type family member 5	DYNLT5	120756500	protein-coding	XM_040072966.1	XP_039928900.1	139	
NC_053458.1	1284309	1345744	9	minus	SH3GL interacting endocytic adaptor 1	SGIP1	120756358	protein-coding	XM_058421715.1	XP_058277698.1	807	
NC_053458.1	1354713	1497743	9	minus	phosphodiesterase 4B	PDE4B	120756359	protein-coding	XM_040072606.2	XP_039928540.1	721	
NC_053458.1	1544657	1563326	9	minus	leptin receptor	LEPR	120756443	protein-coding	XM_058421735.1	XP_058277718.1	1001	
NC_053458.1	1586349	1591528	9	minus	leptin receptor overlapping transcript	LEPROT	120756751	protein-coding	XM_040073385.2	XP_039929319.1	136	
NC_053458.1	1592644	1631882	9	minus	DnaJ heat shock protein family (Hsp40) member C6	DNAJC6	120756486	protein-coding	XM_040072934.1	XP_039928868.1	990	
NC_053458.1	1643555	1659847	9	minus	adenylate kinase 4	AK4	120756819	protein-coding	XM_040073517.2	XP_039929451.1	223	
NC_053458.1	1661346	1727103	9	plus	Janus kinase 1	JAK1	120756774	protein-coding	XM_040073446.1	XP_039929380.1	1148	
NC_053458.1	1727300	1756808	9	minus	ribonucleoprotein, PTB binding 2	RAVER2	120756531	protein-coding	XM_058421750.1	XP_058277733.1	697	
NC_053458.1	1765180	1854503	9	minus	cache domain containing 1	CACHD1	120756690	protein-coding	XM_040073261.2	XP_039929195.1	1277	
NC_053458.1	1862996	1866620	9	minus	uncharacterized LOC120756891	LOC120756891	120756891	lncRNA	XR_005702286.2			
NC_053458.1	1871630	1876933	9	minus	uncharacterized LOC120756890	LOC120756890	120756890	lncRNA	XR_005702284.2			
NC_053458.1	1882558	1890014	9	minus	uncharacterized LOC120756889	LOC120756889	120756889	lncRNA	XR_005702282.2			
NC_053458.1	1894443	2050379	9	minus	receptor tyrosine kinase like orphan receptor 1	ROR1	120756816	protein-coding	XM_040073515.2	XP_039929449.1	940	
NC_053458.1	2064027	2089089	9	minus	phosphoglucomutase 1	PGM1	120756770	protein-coding	XM_040073440.2	XP_039929374.1	566	
NC_053458.1	2091932	2109723	9	minus	EF-hand calcium binding domain 7	EFCAB7	120756769	protein-coding	XM_040073439.1	XP_039929373.1	631	
NC_053458.1	2109745	2128559	9	plus	integrin subunit beta 3 binding protein	ITGB3BP	120756772	protein-coding	XM_040073442.1	XP_039929376.1	198	
NC_053458.1	2130737	2150060	9	minus	ALG6 alpha-1,3-glucosyltransferase	ALG6	120756470	protein-coding	XM_040072904.2	XP_039928838.1	506	
NC_053458.1	2157639	2159326	9	minus	forkhead box D3	FOXD3	120756563	protein-coding	XM_040073080.2	XP_039929014.1	403	
NC_053458.1	2331079	2351966	9	minus	autophagy related 4C cysteine peptidase	ATG4C	120756699	protein-coding	XM_040073275.2	XP_039929209.1	459	
NC_053458.1	2352127	2355848	9	plus	uncharacterized LOC120756615	LOC120756615	120756615	lncRNA	XR_005702175.2			
NC_053458.1	2359532	2455134	9	plus	dedicator of cytokinesis 7	DOCK7	120756375	protein-coding	XM_040072655.1	XP_039928589.1	2140	
NC_053458.1	2398062	2406695	9	minus	angiopoietin like 3	ANGPTL3	120756378	protein-coding	XM_040072673.1	XP_039928607.1	463	
NC_053458.1	2457218	2469216	9	minus	ubiquitin specific peptidase 1	USP1	120756377	protein-coding	XM_040072671.2	XP_039928605.1	786	
NC_053458.1	2478865	2502073	9	plus	KN motif and ankyrin repeat domains 4	KANK4	120756559	protein-coding	XM_040073071.2	XP_039929005.1	969	
NC_053458.1	2505313	2646632	9	minus	PATJ crumbs cell polarity complex component	PATJ	120756464	protein-coding	XM_040072877.1	XP_039928811.1	1840	
NC_053458.1	2647391	2649052	9	minus	uncharacterized LOC120756713	LOC120756713	120756713	lncRNA	XR_005702215.1			
NC_053458.1	2649222	2662599	9	plus	TM2 domain containing 1	TM2D1	120756712	protein-coding	XM_040073293.2	XP_039929227.1	192	
NC_053458.1	2692958	2937618	9	minus	nuclear factor I A	NFIA	120756246	protein-coding	XM_040072264.2	XP_039928198.1	586	
NC_053458.1	3031804	3071467	9	minus	uncharacterized LOC120756247	LOC120756247	120756247	lncRNA	XR_005702095.1			
NC_053458.1	3282148	3291377	9	plus	cytochrome P450 2J2-like	LOC120756532	120756532	protein-coding	XM_040073016.1	XP_039928950.1	498	
NC_053458.1	3294311	3299908	9	plus	cytochrome P450 2J2-like	LOC120756468	120756468	protein-coding	XM_040072898.2	XP_039928832.1	492	
NC_053458.1	3302046	3325626	9	minus	hook microtubule tethering protein 1	HOOK1	120756572	protein-coding	XM_040073092.2	XP_039929026.1	718	
NC_053458.1	3337360	3344012	9	plus	E3 ubiquitin-protein ligase RNF170-like	LOC120756533	120756533	pseudogene				
NC_053458.1	3344499	3602779	9	minus	FGGY carbohydrate kinase domain containing	FGGY	120756467	protein-coding	XM_040072883.2	XP_039928817.1	550	
NC_053458.1	3603453	3605420	9	plus	transcription factor Jun	LOC120756728	120756728	protein-coding	XM_040073335.2	XP_039929269.1	314	
NC_053458.1	3622267	3624220	9	plus	transcription factor Jun	LOC120756742	120756742	protein-coding	XM_040073361.2	XP_039929295.1	314	
NC_053458.1	3641871	3644126	9	plus	CARD- and ANK-domain containing inflammasome adapter protein-like	LOC120756536	120756536	protein-coding	XM_058421850.1	XP_058277833.1	751	
NC_053458.1	3645821	3663266	9	plus	Myb like, SWIRM and MPN domains 1	MYSM1	120756584	protein-coding	XM_040073119.2	XP_039929053.1	823	
NC_053458.1	3665952	3666881	9	plus	tumor associated calcium signal transducer 2	TACSTD2	120756809	protein-coding	XM_040073498.1	XP_039929432.1	309	
NC_053458.1	3674906	3692103	9	plus	OMA1 zinc metallopeptidase	OMA1	120756803	protein-coding	XM_040073489.2	XP_039929423.1	528	
NC_053458.1	3773270	4182847	9	plus	DAB adaptor protein 1	DAB1	120756409	protein-coding	XM_040072731.2	XP_039928665.1	570	
NC_053458.1	4188406	4204383	9	plus	complement C8 beta chain	C8B	120756565	protein-coding	XM_040073082.2	XP_039929016.1	575	
NC_053458.1	4210286	4229137	9	minus	complement C8 alpha chain	C8A	120756662	protein-coding	XM_040073203.1	XP_039929137.1	601	
NC_053458.1	4236654	4261005	9	plus	FYN binding protein 2	FYB2	120756606	protein-coding	XM_040073147.1	XP_039929081.1	712	
NC_053458.1	4267193	4286358	9	minus	protein kinase AMP-activated catalytic subunit alpha 2	PRKAA2	120756566	protein-coding	XM_040073083.2	XP_039929017.1	552	
NC_053458.1	4311635	4355559	9	plus	phospholipid phosphatase 3	PLPP3	120756503	protein-coding	XM_040072969.2	XP_039928903.1	313	
NC_053458.1	4738953	4800549	9	plus	ubiquitin specific peptidase 24	USP24	120756888	protein-coding	XM_040073655.1	XP_039929589.1	2597	
NC_053458.1	4802290	4806733	9	minus	proprotein convertase subtilisin/kexin type 9	PCSK9	120756604	protein-coding	XM_040073146.2	XP_039929080.2	540	
NC_053458.1	4809278	4809348	9	minus	transfer RNA glycine (anticodon CCC)	TRNAG-CCC	120756914	tRNA				
NC_053458.1	4811287	4814622	9	minus	barttin CLCNK type accessory subunit beta	BSND	120756715	protein-coding	XM_040073294.1	XP_039929228.1	256	
NC_053458.1	4815288	4822296	9	minus	transmembrane protein 61	TMEM61	120756644	protein-coding	XM_040073188.2	XP_039929122.1	211	
NC_053458.1	4834940	4844613	9	plus	24-dehydrocholesterol reductase	DHCR24	120756733	protein-coding	XM_040073343.2	XP_039929277.1	525	
NC_053458.1	4851132	4853315	9	plus	prolyl-tRNA synthetase 2, mitochondrial	PARS2	120756516	protein-coding	XM_040072995.2	XP_039928929.1	471	
NC_053458.1	4853709	4861526	9	plus	tetratricopeptide repeat domain 4	TTC4	120756381	protein-coding	XM_040072678.2	XP_039928612.1	378	
NC_053458.1	4861524	4864281	9	minus	transmembrane protein 205	TMEM205	120756382	protein-coding	XM_058421721.1	XP_058277704.1	187	
NC_053458.1	4864406	4880292	9	minus	acyl-CoA thioesterase 11	ACOT11	120756379	protein-coding	XM_040072674.2	XP_039928608.1	631	
NC_053458.1	4895114	4950144	9	plus	single stranded DNA binding protein 3	SSBP3	120756384	protein-coding	XM_040072682.2	XP_039928616.1	388	
NC_053458.1	4955298	4959243	9	minus	mitochondrial ribosomal protein L37	MRPL37	120756684	protein-coding	XM_040073243.1	XP_039929177.1	439	
NC_053458.1	4959217	4970104	9	plus	NADH-cytochrome b5 reductase-like	LOC120756685	120756685	protein-coding	XM_040073245.1	XP_039929179.1	308	
NC_053458.1	4973551	4981076	9	plus	CUB domain containing protein 2	CDCP2	120756574	protein-coding	XM_040073095.1	XP_039929029.1	549	
NC_053458.1	4987480	4992815	9	minus	transcription elongation factor A N-terminal and central domain containing 2	TCEANC2	120756356	protein-coding	XM_040072600.1	XP_039928534.1	208	
NC_053458.1	4987887	4990350	9	plus	uncharacterized LOC120756357	LOC120756357	120756357	lncRNA	XR_005702131.2			
NC_053458.1	4993009	5001215	9	plus	transmembrane protein 59	TMEM59	120756355	protein-coding	XM_040072599.2	XP_039928533.1	325	
NC_053458.1	5001323	5007757	9	plus	low density lipoprotein receptor class A domain containing 1	LDLRAD1	131378599	protein-coding	XM_058421705.1	XP_058277688.1	206	
NC_053458.1	5010422	5017090	9	minus	leucine rich repeat containing 42	LRRC42	120756836	protein-coding	XM_040073561.1	XP_039929495.1	422	
NC_053458.1	5017201	5019491	9	plus	intraflagellar transport 25	IFT25	120756832	protein-coding	XM_040073557.2	XP_039929491.1	141	
NC_053458.1	5019922	5024340	9	minus	iodothyronine deiodinase 1	DIO1	120756831	protein-coding	XM_040073556.2	XP_039929490.1	246	
NC_053458.1	5025589	5031964	9	plus	Yip1 domain family member 1	YIPF1	120756791	protein-coding	XM_040073472.2	XP_039929406.1	306	
NC_053458.1	5032395	5046699	9	plus	NDC1 transmembrane nucleoporin	NDC1	120756602	protein-coding	XM_040073143.2	XP_039929077.1	672	
NC_053458.1	5046645	5234869	9	plus	GLIS family zinc finger 1	GLIS1	120756601	protein-coding	XM_040073138.1	XP_039929072.1	974	
NC_053458.1	5265004	5337709	9	minus	DMRT like family B with proline rich C-terminal 1	DMRTB1	120756539	protein-coding	XM_058421751.1	XP_058277734.1	337	
NC_053458.1	5337947	5505612	9	plus	LDL receptor related protein 8	LRP8	120756427	protein-coding	XM_040072797.2	XP_039928731.1	920	
NC_053458.1	5519625	5521429	9	plus	mago homolog, exon junction complex subunit	MAGOH	120756428	protein-coding	XM_040072800.2	XP_039928734.1	153	
NC_053458.1	5522138	5527374	9	plus	CXXC motif containing zinc binding protein	CZIB	120756430	protein-coding	XM_040072802.2	XP_039928736.1	160	
NC_053458.1	5528608	5534556	9	minus	carnitine palmitoyltransferase 2	CPT2	120756429	protein-coding	XM_040072801.2	XP_039928735.1	648	
NC_053458.1	5536516	5584650	9	plus	solute carrier family 1 member 7	SLC1A7	120756431	protein-coding	XM_040072803.1	XP_039928737.1	566	
NC_053458.1	5596096	5619374	9	minus	podocan	PODN	120756669	protein-coding	XM_058421794.1	XP_058277777.1	617	
NC_053458.1	5626064	5644967	9	minus	sterol carrier protein 2	SCP2	120756348	protein-coding	XM_040072581.2	XP_039928515.1	534	
NC_053458.1	5646002	5652824	9	plus	enoyl-CoA hydratase domain containing 2	ECHDC2	120756349	protein-coding	XM_040072582.1	XP_039928516.1	246	
NC_053458.1	5653996	5678048	9	minus	protein zyg-11 homolog B	LOC120756412	120756412	protein-coding	XM_040072754.1	XP_039928688.1	735	
NC_053458.1	5680316	5680897	9	minus	atherin-like	LOC120756540	120756540	protein-coding	XM_040073033.1	XP_039928967.1	193	
NC_053458.1	5680813	5682626	9	plus	cytochrome c oxidase assembly factor 7	LOC120756471	120756471	protein-coding	XM_040072905.1	XP_039928839.1	231	
NC_053458.1	5702748	5705317	9	minus	uncharacterized LOC120756683	LOC120756683	120756683	lncRNA	XR_005702209.2			
NC_053458.1	5711835	5730694	9	minus	shisa like 2A	SHISAL2A	120756519	protein-coding	XM_040073000.1	XP_039928934.1	117	
NC_053458.1	5747199	5756283	9	minus	glutathione peroxidase 7	GPX7	120756510	protein-coding	XM_040072990.2	XP_039928924.1	210	
NC_053458.1	5759900	5803680	9	plus	terminal uridylyl transferase 4	TUT4	120756296	protein-coding	XM_040072416.2	XP_039928350.1	1625	
NC_053458.1	5804685	5808397	9	minus	pre-mRNA processing factor 38A	PRPF38A	120756466	protein-coding	XM_040072882.2	XP_039928816.1	311	
NC_053458.1	5808780	5824427	9	plus	origin recognition complex subunit 1	ORC1	120756550	protein-coding	XM_040073059.2	XP_039928993.1	855	
NC_053458.1	5824895	5852619	9	plus	coiled-coil and C2 domain containing 1B	CC2D1B	120756867	protein-coding	XM_040073623.2	XP_039929557.1	872	
NC_053458.1	5853340	5910964	9	minus	zinc finger FYVE-type containing 9	ZFYVE9	120756866	protein-coding	XM_040073621.1	XP_039929555.1	1404	
NC_053458.1	5928812	5937494	9	minus	basic transcription factor 3 like 4	BTF3L4	120756265	protein-coding	XM_040072318.2	XP_039928252.1	210	
NC_053458.1	5937553	5947180	9	plus	thioredoxin domain containing 12	TXNDC12	120756266	protein-coding	XM_040072319.2	XP_039928253.1	170	
NC_053458.1	5941306	5942913	9	plus	KTI12 chromatin associated homolog	KTI12	120756264	protein-coding	XM_040072317.1	XP_039928251.1	240	
NC_053458.1	5954365	6005558	9	plus	RAB3B, member RAS oncogene family	RAB3B	120756692	protein-coding	XM_040073262.2	XP_039929196.1	226	
NC_053458.1	6007518	6033819	9	plus	nardilysin convertase	NRDC	120756270	protein-coding	XM_040072329.2	XP_039928263.1	1158	
NC_053458.1	6034569	6091209	9	minus	oxysterol binding protein like 9	OSBPL9	120756273	protein-coding	XM_040072340.2	XP_039928274.1	735	
NC_053458.1	6091095	6159724	9	plus	epidermal growth factor receptor pathway substrate 15	EPS15	120756271	protein-coding	XM_040072333.2	XP_039928267.1	933	
NC_053458.1	6163312	6207133	9	plus	tetratricopeptide repeat domain 39A	TTC39A	120756345	protein-coding	XM_040072570.2	XP_039928504.1	585	
NC_053458.1	6214756	6245191	9	minus	ring finger protein 11	RNF11	120756346	protein-coding	XM_040072576.2	XP_039928510.1	154	
NC_053458.1	6245381	6264519	9	plus	uncharacterized LOC120756638	LOC120756638	120756638	lncRNA	XR_005702188.1			
NC_053458.1	6263167	6278899	9	minus	uncharacterized LOC120756639	LOC120756639	120756639	lncRNA	XR_005702189.2			
NC_053458.1	6280602	6286977	9	minus	cyclin dependent kinase inhibitor 2C	CDKN2C	120756850	protein-coding	XM_040073593.2	XP_039929527.1	167	
NC_053458.1	6288021	6443220	9	plus	Fas associated factor 1	FAF1	120756374	protein-coding	XM_040072650.2	XP_039928584.1	653	
NC_053458.1	6455473	6457597	9	plus	DMRT like family A2	DMRTA2	120756633	protein-coding	XM_040073174.1	XP_039929108.1	453	
NC_053458.1	6461980	6468093	9	plus	uncharacterized LOC120756737	LOC120756737	120756737	lncRNA	XR_005702234.2			
NC_053458.1	6588772	6589914	9	minus	uncharacterized LOC120756241	LOC120756241	120756241	lncRNA	XR_005702093.1			
NC_053458.1	6623240	6702986	9	minus	ELAV like RNA binding protein 4	ELAVL4	120756419	protein-coding	XM_040072769.2	XP_039928703.1	402	
NC_053458.1	6721983	7609631	9	plus	BEN domain-containing protein 5-like	LOC120756363	120756363	protein-coding	XM_040072624.2	XP_039928558.1	494	
NC_053458.1	6831209	6835898	9	plus	uncharacterized LOC120756364	LOC120756364	120756364	lncRNA	XR_005702132.2			
NC_053458.1	7285562	7320741	9	plus	uncharacterized LOC120756365	LOC120756365	120756365	lncRNA	XR_005702133.2			
NC_053458.1	7633481	7675336	9	plus	spermatogenesis associated 6	SPATA6	120756542	protein-coding	XM_040073037.2	XP_039928971.1	471	
NC_053458.1	7681055	7694327	9	minus	solute carrier family 5 member 9	SLC5A9	120756543	protein-coding	XM_040073038.1	XP_039928972.1	520	
NC_053458.1	7866879	8134033	9	plus	TraB domain containing 2B	TRABD2B	120756478	protein-coding	XM_040072920.2	XP_039928854.1	524	
NC_053458.1	8370310	8372779	9	minus	forkhead box D2	FOXD2	120756568	protein-coding	XM_040073087.1	XP_039929021.1	444	
NC_053458.1	8387645	8388799	9	minus	forkhead box E3	FOXE3	120756729	protein-coding	XM_040073336.2	XP_039929270.2	384	
NC_053458.1	8389795	8415199	9	minus	uncharacterized LOC120756878	LOC120756878	120756878	lncRNA	XR_005702268.2			
NC_053458.1	8421594	8437034	9	minus	cytidine/uridine monophosphate kinase 1	CMPK1	120756544	protein-coding	XM_040073039.1	XP_039928973.1	321	
